year,plotID,TotalGrazing,StartGrazingPeriod1,StartGrazingPeriod2,StartGrazingPeriod3,StartGrazingPeriod4,DayGrazing1,DayGrazing2,DayGrazing3,DayGrazing4,GrazingIntensity1,GrazingIntensity2,GrazingIntensity3,GrazingIntensity4
2021,AEG47,63.8021,122,,,,5,2,0,0,9.896,7.161,NaN,NaN
2006,AEG48,46.875,,,,,6,0,0,0,NaN,NaN,NaN,NaN
2007,AEG48,62.5,,,,,8,0,0,0,NaN,NaN,NaN,NaN
2008,AEG48,62.5,,,,,8,0,0,0,NaN,NaN,NaN,NaN
2009,AEG48,57.2917,153,,,,8,0,0,0,NaN,NaN,NaN,NaN
2010,AEG48,59.0885,245,275,,,3,3,1,0,7.031,7.839,14.479,NaN
2011,AEG48,58.724,153,245,275,,3,3,1,0,7.292,7.682,13.802,NaN
2012,AEG48,58.724,153,245,275,,3,3,1,0,7.161,7.812,13.802,NaN
2013,AEG48,60.2214,153,245,275,,3,3,1,0,7.552,8.008,13.542,NaN
2014,AEG48,59.8958,153,245,275,,2,2,2,0,7.812,7.812,14.323,NaN
2015,AEG48,55.2344,92,,,,7,0,0,0,7.891,NaN,NaN,NaN
2016,AEG48,47.3438,92,,,,6,0,0,0,7.891,NaN,NaN,NaN
2017,AEG48,56.0547,92,,,,7,0,0,0,8.008,NaN,NaN,NaN
2018,AEG48,55.1432,122,,,,7,0,0,0,7.878,NaN,NaN,NaN
2019,AEG48,57.4219,122,,,,7,0,0,0,8.203,NaN,NaN,NaN
2020,AEG48,59.2448,122,,,,7,0,0,0,8.464,NaN,NaN,NaN
2021,AEG48,72.9167,122,,,,8,0,0,0,9.115,NaN,NaN,NaN
2006,AEG49,67.5676,,,,,5,0,0,0,NaN,NaN,NaN,NaN
2007,AEG49,91.8919,,,,,6,0,0,0,NaN,NaN,NaN,NaN
2008,AEG49,153.1532,,,,,10,0,0,0,NaN,NaN,NaN,NaN
2009,AEG49,153.1532,122,,,,10,0,0,0,NaN,NaN,NaN,NaN
2010,AEG49,116.5766,122,153,,,1,6,0,0,22.523,15.676,NaN,NaN
2011,AEG49,169.3694,92,183,214,,1,3,4,0,18.018,21.622,21.622,NaN
2012,AEG49,205.4054,92,122,183,,3,4,5,0,14.414,13.514,21.622,NaN
2013,AEG49,170.8108,92,183,275,,2,7,2,0,13.514,14.414,21.441,NaN
2014,AEG49,145.5856,92,153,275,,2,5,2,0,14.234,14.775,21.622,NaN
2015,AEG49,115.6757,92,214,,,2,4,0,0,15.315,21.261,NaN,NaN
2016,AEG49,93.1532,92,275,306,,1,7,1,0,12.613,9.189,16.216,NaN
2017,AEG49,62.1622,245,,,,6,0,0,0,10.36,NaN,NaN,NaN
2018,AEG49,71.8625,306,,,,13,0,0,0,5.528,NaN,NaN,NaN
2019,AEG49,116.9369,122,,,,11,0,0,0,10.631,NaN,NaN,NaN
2020,AEG49,113.5135,122,,,,10,0,0,0,11.351,NaN,NaN,NaN
2021,AEG49,121.6216,122,,,,10,0,0,0,12.162,NaN,NaN,NaN
2006,AEG05,113.75,,,,,21,0,0,0,NaN,NaN,NaN,NaN
2007,AEG05,123.5294,,,,,21,0,0,0,NaN,NaN,NaN,NaN
2008,AEG05,123.5294,,,,,21,0,0,0,NaN,NaN,NaN,NaN
2009,AEG05,63.2353,275,,,,12,0,0,0,NaN,NaN,NaN,NaN
2010,AEG05,36.9485,214,275,,,9,1,0,0,3.971,1.213,NaN,NaN
2011,AEG05,112.5189,153,275,,,28,4,0,0,3.821,1.384,NaN,NaN
2012,AEG05,115.3269,153,245,275,,31,1,4,0,3.525,2.014,1.007,NaN
2013,AEG05,126.9908,153,245,,,35,13,0,0,3.021,1.636,NaN,NaN
2014,AEG05,115.0572,183,214,,,24,18,0,0,2.014,3.707,NaN,NaN
2015,AEG05,120.0686,214,306,,,29,7,0,0,3.776,1.51,NaN,NaN
2016,AEG05,35.9382,183,214,,,8,1,0,0,4.256,1.888,NaN,NaN
2017,AEG05,123.5294,214,,,,28,0,0,0,4.412,NaN,NaN,NaN
2018,AEG05,166.6087,214,245,,,24,12,0,0,4.412,5.061,NaN,NaN
2019,AEG05,153.6029,183,245,,,13,21,0,0,4.412,4.583,NaN,NaN
2020,AEG05,183.4926,183,183,214,306,36,16,15,3,4.412,1.213,0.27,0.404
2021,AEG05,219.8529,183,275,,,48,5,0,0,4.412,1.618,NaN,NaN
2006,AEG50,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,AEG50,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,AEG50,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,AEG50,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,AEG50,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,AEG50,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,AEG50,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,AEG50,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,AEG50,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2015,AEG50,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,AEG50,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,AEG50,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,AEG50,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,AEG50,35.2201,245,,,,28,0,0,0,1.258,NaN,NaN,NaN
2020,AEG50,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2021,AEG50,18.8679,275,,,,4,0,0,0,4.717,NaN,NaN,NaN
2006,AEG06,414.375,,,,,60,0,0,0,NaN,NaN,NaN,NaN
2007,AEG06,687.1875,,,,,60,0,0,0,NaN,NaN,NaN,NaN
2008,AEG06,687.1875,,,,,60,0,0,0,NaN,NaN,NaN,NaN
2009,AEG06,186.1562,92,275,,,23,0,0,0,NaN,NaN,NaN,NaN
2010,AEG06,128.1229,183,275,,,21,14,0,0,5.52,0.872,NaN,NaN
2011,AEG06,134.3114,214,245,245,,21,9,38,0,3.853,1.794,0.981,NaN
2012,AEG06,76.3866,1,214,214,,14,8,18,0,0.891,3.859,1.835,NaN
2013,AEG06,162.8863,1,183,275,,58,22,11,0,0.945,4.125,1.575,NaN
2014,AEG06,336.959,1,245,245,306,52,14,42,12,1.84,5.52,3.56,1.206
2015,AEG06,177.2877,1,32,153,306,55,6,34,20,1.207,1.134,2.263,1.357
2016,AEG06,245.4649,1,214,245,,53,25,16,0,1.357,6.337,0.945,NaN
2017,AEG06,92.7835,183,,,,45,0,0,0,2.062,NaN,NaN,NaN
2018,AEG06,69.5928,214,275,,,25,16,0,0,1.695,1.701,NaN,NaN
2019,AEG06,137.699,214,245,275,,8,12,8,8,5.085,5.282,2.062,2.142
2020,AEG06,56.7767,214,245,275,,8,14,16,0,3.172,1.163,0.945,NaN
2021,AEG06,72.0,153,245,,,21,15,0,0,1.163,3.172,NaN,NaN
2006,AEG07,34.2857,,,,,4,0,0,0,NaN,NaN,NaN,NaN
2007,AEG07,30.7692,,,,,4,0,0,0,NaN,NaN,NaN,NaN
2008,AEG07,26.3736,,,,,4,0,0,0,NaN,NaN,NaN,NaN
2009,AEG07,45.956,122,245,306,,6,0,0,0,NaN,NaN,NaN,NaN
2010,AEG07,42.8571,122,245,306,,6,0,0,0,7.143,NaN,NaN,NaN
2011,AEG07,28.1319,122,214,275,,1,1,2,0,6.593,8.132,6.703,NaN
2012,AEG07,42.1429,122,183,,,2,3,0,0,8.791,8.187,NaN,NaN
2013,AEG07,25.9341,122,183,275,,1,1,2,0,5.385,7.912,6.319,NaN
2014,AEG07,22.033,61,183,275,,1,1,2,0,4.066,5.989,5.989,NaN
2015,AEG07,33.4066,122,245,,,2,2,0,0,8.791,7.912,NaN,NaN
2016,AEG07,57.1868,122,153,214,,2,2,3,0,8.692,8.692,7.473,NaN
2017,AEG07,42.3077,122,245,,,4,1,0,0,8.681,7.582,NaN,NaN
2018,AEG07,90.989,122,275,,,8,4,0,0,8.242,6.264,NaN,NaN
2019,AEG07,97.1978,122,275,,,9,4,0,0,8.077,6.126,NaN,NaN
2020,AEG07,80.2198,122,275,,,8,4,0,0,7.253,5.549,NaN,NaN
2021,AEG07,76.044,61,275,,,8,6,0,0,6.044,4.615,NaN,NaN
2006,AEG08,135.8025,,,,,40,0,0,0,NaN,NaN,NaN,NaN
2007,AEG08,103.7037,,,,,28,0,0,0,NaN,NaN,NaN,NaN
2008,AEG08,103.7037,,,,,28,0,0,0,NaN,NaN,NaN,NaN
2009,AEG08,148.1481,122,183,,,40,0,0,0,NaN,NaN,NaN,NaN
2010,AEG08,118.5185,122,214,,,16,16,0,0,3.704,3.704,NaN,NaN
2011,AEG08,75.3086,122,245,275,,8,8,1,0,3.704,3.704,16.049,NaN
2012,AEG08,70.3704,183,214,275,,7,8,1,0,3.704,3.704,14.815,NaN
2013,AEG08,156.2963,122,214,275,,9,25,1,0,4.198,4.198,13.58,NaN
2014,AEG08,58.0247,122,214,275,,7,4,1,0,3.704,4.321,14.815,NaN
2015,AEG08,61.6914,183,275,,,7,1,0,0,7.358,10.185,NaN,NaN
2016,AEG08,47.716,214,275,,,5,1,0,0,7.481,10.309,NaN,NaN
2017,AEG08,48.7654,214,275,,,5,1,0,0,7.654,10.494,NaN,NaN
2018,AEG08,51.4815,214,275,,,5,1,0,0,8.272,10.123,NaN,NaN
2019,AEG08,18.5185,275,,,,2,0,0,0,9.259,NaN,NaN,NaN
2020,AEG08,26.6667,153,,,,3,3,0,0,8.889,0.0,NaN,NaN
2021,AEG08,9.2593,275,,,,1,0,0,0,9.259,NaN,NaN,NaN
2006,AEG09,29.0557,,,,,6,0,0,0,NaN,NaN,NaN,NaN
2007,AEG09,38.7409,,,,,8,0,0,0,NaN,NaN,NaN,NaN
2008,AEG09,38.7409,,,,,8,0,0,0,NaN,NaN,NaN,NaN
2009,AEG09,35.5125,122,214,245,,8,0,0,0,NaN,NaN,NaN,NaN
2010,AEG09,85.5044,122,214,336,,7,7,2,0,4.358,4.859,10.492,NaN
2011,AEG09,76.9976,122,214,336,,6,8,1,0,4.52,4.923,10.492,NaN
2012,AEG09,77.6513,122,214,336,,7,7,1,0,4.705,5.004,9.685,NaN
2013,AEG09,62.954,122,214,336,,5,6,1,0,4.52,5.246,8.878,NaN
2014,AEG09,64.1646,122,214,336,,4,5,2,0,4.843,5.085,9.685,NaN
2015,AEG09,112.3487,122,,,,24,0,0,0,4.681,NaN,NaN,NaN
2016,AEG09,121.0654,92,,,,25,0,0,0,4.843,NaN,NaN,NaN
2017,AEG09,100.0807,92,,,,20,0,0,0,5.004,NaN,NaN,NaN
2018,AEG09,102.7441,122,,,,19,0,0,0,5.408,NaN,NaN,NaN
2019,AEG09,89.1848,122,,,,17,0,0,0,5.246,NaN,NaN,NaN
2020,AEG09,84.7458,122,,,,0,15,0,0,NaN,5.65,NaN,NaN
2021,AEG09,78.6925,122,,,,13,0,0,0,6.053,NaN,NaN,NaN
2006,HEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,HEG01,44.9331,,,,,8,0,0,0,NaN,NaN,NaN,NaN
2008,HEG01,49.9044,,,,,9,0,0,0,NaN,NaN,NaN,NaN
2009,HEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,HEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,HEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,HEG01,30.4015,306,,,,6,0,0,0,5.067,NaN,NaN,NaN
2013,HEG01,118.5468,336,,,,31,0,0,0,3.824,NaN,NaN,NaN
2014,HEG01,60.2294,306,,,,21,0,0,0,2.868,NaN,NaN,NaN
2015,HEG01,40.153,275,,,,14,0,0,0,2.868,NaN,NaN,NaN
2016,HEG01,112.0,306,,,,3,0,0,0,37.333,NaN,NaN,NaN
2017,HEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,HEG01,22.9446,336,,,,6,0,0,0,3.824,NaN,NaN,NaN
2019,HEG01,80.9249,306,,,,28,0,0,0,2.89,NaN,NaN,NaN
2020,HEG01,86.7052,245,,,,20,0,0,0,4.335,NaN,NaN,NaN
2021,HEG01,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2006,HEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,HEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,HEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,HEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,HEG10,99.2908,275,,,,14,0,0,0,7.092,NaN,NaN,NaN
2011,HEG10,133.8403,275,,,,16,0,0,0,8.365,NaN,NaN,NaN
2012,HEG10,19.7719,336,,,,2,0,0,0,9.886,NaN,NaN,NaN
2013,HEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,HEG10,43.1655,1,,,,6,0,0,0,7.194,NaN,NaN,NaN
2015,HEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,HEG10,24.9017,1,,,,6,0,0,0,4.148,NaN,NaN,NaN
2017,HEG10,24.0393,183,,,,3,0,0,0,8.013,NaN,NaN,NaN
2018,HEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,HEG10,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,HEG10,6.5502,306,,,,1,0,0,0,6.55,NaN,NaN,NaN
2021,HEG10,27.9476,275,,,,8,0,0,0,3.493,NaN,NaN,NaN
2006,HEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,HEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2008,HEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,HEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2010,HEG11,57.377,275,,,,5,0,0,0,11.475,NaN,NaN,NaN
2011,HEG11,58.7248,245,,,,5,0,0,0,11.745,NaN,NaN,NaN
2012,HEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2013,HEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,HEG11,40.2685,1,,,,6,0,0,0,6.711,NaN,NaN,NaN
2015,HEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2016,HEG11,62.2951,1,,,,10,0,0,0,6.23,NaN,NaN,NaN
2017,HEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,HEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,HEG11,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2020,HEG11,9.8039,275,,,,1,0,0,0,9.804,NaN,NaN,NaN
2021,HEG11,62.7451,306,,,,12,0,0,0,5.229,NaN,NaN,NaN
2006,HEG12,876.2667,,,,,212,0,0,0,NaN,NaN,NaN,NaN
2007,HEG12,450.0,,,,,90,0,0,0,NaN,NaN,NaN,NaN
2008,HEG12,450.0,,,,,90,0,0,0,NaN,NaN,NaN,NaN
2009,HEG12,1401.0,1,275,,,270,0,0,0,NaN,NaN,NaN,NaN
2010,HEG12,1143.0,1,306,,,212,58,0,0,4.233,4.233,NaN,NaN
2011,HEG12,1010.0,1,92,306,,90,90,60,0,3.333,4.333,5.333,NaN
2012,HEG12,1305.0,1,122,306,,120,135,60,0,3.333,4.333,5.333,NaN
2013,HEG12,1644.1667,1,92,275,,90,165,70,0,4.8,5.367,4.667,NaN
2014,HEG12,1480.0,1,92,275,,90,150,75,0,4.111,4.944,4.911,NaN
2015,HEG12,508.2006,1,92,275,,90,150,75,0,1.406,1.701,1.687,NaN
2016,HEG12,516.6354,1,92,275,,90,150,75,0,1.406,1.757,1.687,NaN
2017,HEG12,815.3702,1,,,,300,0,0,0,2.718,NaN,NaN,NaN
2018,HEG12,924.6081,1,306,,,300,61,0,0,2.563,2.551,NaN,NaN
2019,HEG12,608.9552,1,306,,,180,60,0,0,2.537,2.537,NaN,NaN
2020,HEG12,128.7873,153,306,,,25,27,0,0,2.477,2.477,NaN,NaN
2021,HEG12,855.0606,1,306,,,235,55,0,0,2.962,2.892,NaN,NaN
2006,HEG13,58.0812,,,,,16,0,0,0,NaN,NaN,NaN,NaN
2007,HEG13,39.8271,,,,,12,0,0,0,NaN,NaN,NaN,NaN
2008,HEG13,50.5618,,,,,15,0,0,0,NaN,NaN,NaN,NaN
2009,HEG13,90.3198,245,,,,19,0,0,0,NaN,NaN,NaN,NaN
2010,HEG13,40.0265,183,,,,21,0,0,0,1.906,NaN,NaN,NaN
2011,HEG13,48.8418,275,,,,18,0,0,0,2.713,NaN,NaN,NaN
2012,HEG13,30.0199,245,,,,14,0,0,0,2.144,NaN,NaN,NaN
2013,HEG13,19.8544,275,,,,10,0,0,0,1.985,NaN,NaN,NaN
2014,HEG13,27.7962,275,,,,14,0,0,0,1.985,NaN,NaN,NaN
2015,HEG13,125.0827,214,,,,105,0,0,0,1.191,NaN,NaN,NaN
2016,HEG13,48.0315,214,,,,45,0,0,0,1.067,NaN,NaN,NaN
2017,HEG13,57.3989,245,,,,46,0,0,0,1.248,NaN,NaN,NaN
2018,HEG13,25.3076,183,,,,20,0,0,0,1.265,NaN,NaN,NaN
2019,HEG13,66.3269,214,,,,34,0,0,0,1.951,NaN,NaN,NaN
2020,HEG13,15.7469,275,,,,32,0,0,0,0.492,NaN,NaN,NaN
2021,HEG13,90.4252,183,,,,41,0,0,0,2.205,NaN,NaN,NaN
2006,HEG14,9.6182,,,,,2,0,0,0,NaN,NaN,NaN,NaN
2007,HEG14,182.1145,,,,,78,0,0,0,NaN,NaN,NaN,NaN
2008,HEG14,182.1145,,,,,78,0,0,0,NaN,NaN,NaN,NaN
2009,HEG14,18.3554,336,,,,10,0,0,0,NaN,NaN,NaN,NaN
2010,HEG14,19.8238,122,,,,10,0,0,0,1.982,NaN,NaN,NaN
2011,HEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2012,HEG14,26.7254,32,,,,14,0,0,0,1.909,NaN,NaN,NaN
2013,HEG14,9.5514,122,,,,4,0,0,0,2.388,NaN,NaN,NaN
2014,HEG14,25.3256,61,,,,14,0,0,0,1.809,NaN,NaN,NaN
2015,HEG14,66.5,61,,,,14,0,0,0,4.75,NaN,NaN,NaN
2016,HEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,HEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2018,HEG14,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2019,HEG14,8.466,32,,,,6,0,0,0,1.411,NaN,NaN,NaN
2020,HEG14,10.1302,306,,,,5,0,0,0,2.026,NaN,NaN,NaN
2021,HEG14,5.8267,32,,,,4,0,0,0,1.457,NaN,NaN,NaN
2006,HEG15,32.6019,,,,,16,0,0,0,NaN,NaN,NaN,NaN
2007,HEG15,25.8621,,,,,20,0,0,0,NaN,NaN,NaN,NaN
2008,HEG15,45.2586,,,,,35,0,0,0,NaN,NaN,NaN,NaN
2009,HEG15,58.4795,183,214,,,60,0,0,0,NaN,NaN,NaN,NaN
2010,HEG15,38.674,245,275,,,20,44,0,0,0.999,0.425,NaN,NaN
2011,HEG15,38.6202,306,,,,26,0,0,0,1.485,NaN,NaN,NaN
2012,HEG15,59.7234,245,,,,10,0,0,0,5.972,NaN,NaN,NaN
2013,HEG15,42.7177,214,,,,30,0,0,0,1.424,NaN,NaN,NaN
2014,HEG15,37.5671,214,,,,27,0,0,0,1.391,NaN,NaN,NaN
2015,HEG15,35.5682,214,,,,25,0,0,0,1.423,NaN,NaN,NaN
2016,HEG15,60.1225,275,,,,33,0,0,0,1.822,NaN,NaN,NaN
2017,HEG15,133.8235,275,,,,21,0,0,0,6.373,NaN,NaN,NaN
2018,HEG15,116.0784,245,306,,,8,25,0,0,4.297,3.268,NaN,NaN
2019,HEG15,103.3824,275,,,,18,0,0,0,5.743,NaN,NaN,NaN
2020,HEG15,87.1977,306,,,,26,0,0,0,3.354,NaN,NaN,NaN
2021,HEG15,39.2157,245,,,,20,0,0,0,1.961,NaN,NaN,NaN
2006,HEG16,19.8758,,,,,16,0,0,0,NaN,NaN,NaN,NaN
2007,HEG16,113.3208,,,,,132,0,0,0,NaN,NaN,NaN,NaN
2008,HEG16,113.3208,,,,,132,0,0,0,NaN,NaN,NaN,NaN
2009,HEG16,224.25,122,214,,,45,0,0,0,NaN,NaN,NaN,NaN
2010,HEG16,163.5772,153,183,,,8,36,0,0,2.886,3.902,NaN,NaN
2011,HEG16,231.0264,122,275,,,29,12,0,0,5.878,5.048,NaN,NaN
2012,HEG16,134.2146,183,275,,,12,68,0,0,2.476,1.537,NaN,NaN
2013,HEG16,151.8172,122,306,,,14,15,0,0,5.334,5.143,NaN,NaN
2014,HEG16,133.3988,122,214,336,,15,23,15,0,5.356,1.879,0.656,NaN
2015,HEG16,231.2316,122,245,306,,41,14,6,0,3.555,4.274,4.274,NaN
2016,HEG16,111.7399,122,153,306,,13,6,6,0,4.476,4.471,4.454,NaN
2017,HEG16,164.6622,122,122,214,275,9,3,21,3,4.105,5.861,4.617,4.392
2018,HEG16,127.3198,153,275,,,16,19,0,0,3.491,3.761,NaN,NaN
2019,HEG16,120.4673,153,245,,,17,9,0,0,4.702,4.505,NaN,NaN
2020,HEG16,124.4088,153,275,,,30,13,0,0,2.061,4.814,NaN,NaN
2021,HEG16,81.0248,122,306,,,23,3,0,0,2.911,4.69,NaN,NaN
2006,HEG17,35.2753,,,,,120,0,0,0,NaN,NaN,NaN,NaN
2007,HEG17,47.9423,,,,,138,0,0,0,NaN,NaN,NaN,NaN
2008,HEG17,47.9423,,,,,138,0,0,0,NaN,NaN,NaN,NaN
2009,HEG17,69.7568,122,153,183,,178,0,0,0,NaN,NaN,NaN,NaN
2010,HEG17,63.9184,92,122,183,275,7,57,41,44,0.773,0.483,0.539,0.202
2011,HEG17,54.8189,122,122,153,306,4,40,39,26,0.501,0.316,0.626,0.606
2012,HEG17,73.7265,92,122,214,,24,112,79,0,0.411,0.307,0.373,NaN
2013,HEG17,35.0205,122,245,,,33,19,0,0,0.904,0.273,NaN,NaN
2014,HEG17,97.5783,122,183,,,28,55,0,0,0.778,1.378,NaN,NaN
2015,HEG17,37.2509,122,153,,,34,30,0,0,0.415,0.771,NaN,NaN
2016,HEG17,61.6472,122,183,183,,47,31,25,0,0.531,0.656,0.656,NaN
2017,HEG17,7.6262,153,183,,,14,9,0,0,0.336,0.325,NaN,NaN
2018,HEG17,26.074,122,306,,,64,25,0,0,0.302,0.271,NaN,NaN
2019,HEG17,15.2988,153,214,,,17,22,0,0,0.306,0.459,NaN,NaN
2020,HEG17,22.0634,122,183,306,,9,32,26,0,0.298,0.381,0.276,NaN
2021,HEG17,53.2569,122,245,306,,66,17,34,0,0.358,0.422,0.66,NaN
2006,HEG18,9.3371,,,,,2,0,0,0,NaN,NaN,NaN,NaN
2007,HEG18,85.9301,,,,,44,0,0,0,NaN,NaN,NaN,NaN
2008,HEG18,85.9301,,,,,44,0,0,0,NaN,NaN,NaN,NaN
2009,HEG18,71.2758,122,245,,,40,0,0,0,NaN,NaN,NaN,NaN
2010,HEG18,70.5631,122,245,,,21,15,0,0,1.96,1.96,NaN,NaN
2011,HEG18,58.268,153,306,,,15,15,0,0,2.316,1.568,NaN,NaN
2012,HEG18,98.2625,153,275,,,21,16,0,0,3.012,2.188,NaN,NaN
2013,HEG18,39.9857,122,245,,,14,8,0,0,1.818,1.818,NaN,NaN
2014,HEG18,39.5153,183,275,,,14,7,0,0,2.12,1.404,NaN,NaN
2015,HEG18,39.9857,153,306,,,14,10,0,0,1.889,1.354,NaN,NaN
2016,HEG18,24.9465,183,,,,14,0,0,0,1.782,NaN,NaN,NaN
2017,HEG18,49.5367,153,275,,,25,5,0,0,1.675,1.532,NaN,NaN
2018,HEG18,28.4391,214,,,,14,0,0,0,2.031,NaN,NaN,NaN
2019,HEG18,29.6151,214,,,,15,0,0,0,1.974,NaN,NaN,NaN
2020,HEG18,33.6778,214,,,,21,0,0,0,1.604,NaN,NaN,NaN
2021,HEG18,52.9223,214,,,,33,0,0,0,1.604,NaN,NaN,NaN
2006,HEG19,35.2753,,,,,120,0,0,0,NaN,NaN,NaN,NaN
2007,HEG19,47.9423,,,,,138,0,0,0,NaN,NaN,NaN,NaN
2008,HEG19,47.9423,,,,,138,0,0,0,NaN,NaN,NaN,NaN
2009,HEG19,69.7568,122,153,183,,178,0,0,0,NaN,NaN,NaN,NaN
2010,HEG19,63.9184,92,122,183,275,7,57,41,44,0.773,0.483,0.539,0.202
2011,HEG19,54.8189,122,122,153,306,4,40,39,26,0.501,0.316,0.626,0.606
2012,HEG19,73.7265,92,122,214,,24,112,79,0,0.411,0.307,0.373,NaN
2013,HEG19,35.0205,122,245,,,33,19,0,0,0.904,0.273,NaN,NaN
2014,HEG19,97.5783,122,183,,,28,55,0,0,0.778,1.378,NaN,NaN
2015,HEG19,37.2509,122,153,,,34,30,0,0,0.415,0.771,NaN,NaN
2016,HEG19,61.6472,122,183,183,,47,31,25,0,0.531,0.656,0.656,NaN
2017,HEG19,7.6262,153,214,,,14,9,0,0,0.336,0.325,NaN,NaN
2018,HEG19,5.2487,183,245,,,8,7,0,0,0.344,0.356,NaN,NaN
2019,HEG19,15.2988,153,214,,,17,22,0,0,0.306,0.459,NaN,NaN
2020,HEG19,19.4288,183,306,,,32,26,0,0,0.381,0.278,NaN,NaN
2021,HEG19,60.7891,122,245,306,,97,14,34,0,0.358,0.422,0.593,NaN
2006,HEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2007,HEG02,34.7958,,,,,23,0,0,0,NaN,NaN,NaN,NaN
2008,HEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2009,HEG02,30.2572,1,,,,30,0,0,0,NaN,NaN,NaN,NaN
2010,HEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2011,HEG02,32.4777,336,,,,31,0,0,0,1.048,NaN,NaN,NaN
2012,HEG02,22.001,336,,,,14,0,0,0,1.572,NaN,NaN,NaN
2013,HEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2014,HEG02,20.9534,61,,,,20,0,0,0,1.048,NaN,NaN,NaN
2015,HEG02,10.4767,336,,,,10,0,0,0,1.048,NaN,NaN,NaN
2016,HEG02,0.0,,,,,0,0,0,0,NaN,NaN,NaN,NaN
2017,HEG02,23.9536,336,,,,19,0,0,0,1.261,NaN,NaN,NaN
2018,HEG02,16.1372,1,,,,16,0,0,0,1.009,NaN,NaN,0.0
2019,HEG02,39.3343,1,336,,,19,20,0,0,1.009,1.009,NaN,NaN
2020,HEG02,40.8472,336,,,,27,0,0,0,1.513,NaN,NaN,NaN
2021,HEG02,42.2088,1,,,,27,0,0,0,1.563,NaN,NaN,NaN
2006,HEG20,8.8813,,,,,30,0,0,0,NaN,NaN,NaN,NaN
2007,HEG20,54.8457,,,,,160,0,0,0,NaN,NaN,NaN,NaN
2008,HEG20,54.8457,,,,,160,0,0,0,NaN,NaN,NaN,NaN
2009,HEG20,75.0234,122,,,,180,0,0,0,NaN,NaN,NaN,NaN
2010,HEG20,15.6692,122,275,,,25,14,0,0,0.423,0.364,NaN,NaN
2011,HEG20,233.8863,92,,,,210,0,0,0,1.114,NaN,NaN,NaN
2012,HEG20,345.92,122,,,,184,0,0,0,1.88,NaN,NaN,NaN
2013,HEG20,105.48,92,275,,,105,3,0,0,0.977,0.977,NaN,NaN
